307,Geography,easy,Welches ist das größte Land der Welt?,Russische Föderation,China,Kanada,Brasilien,2022-09-03 11:44:35.0,2022-09-03 11:44:35.0
308,Entertainment: Music,easy,Welches ist das meistverkaufte Album aller Zeiten von 1976 bis 2018?,Thriller,Zurück in Schwarz,Abbey Road,Die dunkle Seite des Mondes,2022-09-03 11:44:35.0,2022-09-03 11:44:35.0
309,Entertainment: Books,hard,Wen heiratet Draco Malfoy im Harry Potter-Universum am Ende?,Astoria Greengrass,Pansy Parkinson,Millicent Bulstrode,Hermine Granger,2022-09-03 11:44:35.0,2022-09-03 11:44:35.0
310,Geography,easy,Wie viele Bundesländer gibt es in Deutschland?,16,13,32,25,2022-09-03 11:44:35.0,2022-09-03 11:44:35.0
311,Sports,medium,Wie viele Wertungszonen gibt es auf einer herkömmlichen Dartscheibe?,82,62,42,102,2022-09-03 11:44:35.0,2022-09-03 11:44:35.0
312,Entertainment: Music,hard,"Wer hatte 1981 einen Hit mit dem Lied ""Japanese Boy""?",Aneka,Toyah,Sandra,Madonna,2022-09-03 11:44:36.0,2022-09-03 11:44:36.0
313,Entertainment: Video Games,hard,Was war das erste Videospiel der Welt?,Tennis für Zwei,Weltraumkrieg!,Pong,Raumfahrt,2022-09-03 11:44:36.0,2022-09-03 11:44:36.0
314,Entertainment: Video Games,medium,"Wer ist die Bösewicht-Firma in ""Stardew Valley""?",Joja Co,Ronin,Empire,Robotniks Industrie,2022-09-03 11:44:36.0,2022-09-03 11:44:36.0
315,Geography,hard,Der gebirgige Khyber-Pass verbindet welches der beiden folgenden Länder?,Afghanistan und Pakistan,Indien und Nepal,Pakistan und Indien,Tadschikistan und Kirgisistan,2022-09-03 11:44:36.0,2022-09-03 11:44:36.0
316,Science: Computers,easy,Welches ist das am häufigsten verwendete Bildformat für Logos in der Wikimedia-Datenbank?,.svg,.png,.jpeg,.gif,2022-09-03 11:44:36.0,2022-09-03 11:44:36.0
317,Art,hard,"In welchem Jahr schuf Albrecht Dürer das Gemälde ""Der junge Hase""?",1502,1702,1402,1602,2022-09-03 11:44:36.0,2022-09-03 11:44:36.0
318,Science & Nature,hard,Welcher Horizont in einem Bodenprofil besteht aus Grundgestein?,R,O,B,D,2022-09-03 11:44:36.0,2022-09-03 11:44:36.0
319,General Knowledge,medium,Was war das Ziel des vermissten Fluges MH370?,Peking,Kuala Lumpur,Singapur,Tokio,2022-09-03 11:44:36.0,2022-09-03 11:44:36.0
320,Entertainment: Japanese Anime & Manga,easy,Wer ist die wahre Mondprinzessin in Sailor Moon?,Seemannsgarn,Seemann Venus,Seemann Mars,Seemann Jupiter,2022-09-03 11:44:37.0,2022-09-03 11:44:37.0
321,Entertainment: Video Games,easy,Welcher dieser Namen ist NICHT der Name einer rivalisierenden Gang im Videospiel Saint's Row 2?,Das Zin-Imperium,Die Bruderschaft,Der Ronin,Die Söhne von Samedi,2022-09-03 11:44:37.0,2022-09-03 11:44:37.0
322,Entertainment: Video Games,easy,"Wer ist der Gründer des fiktiven Unternehmens ""Mann Co"" in Team Fortress 2?",Zepheniah Mann,Höhle Johnson,Wallace Breem,Saxton Hale,2022-09-03 11:44:37.0,2022-09-03 11:44:37.0
323,Entertainment: Video Games,hard,"Bevor Super Smash Bros. Nintendo-Charaktere enthielt, wie wurde es intern genannt?",Drachenkönig: Das Kampfspiel,Wettbewerb der Champions,Schlagen und Prügeln,Kämpfer der Zeitalter: Eroberung,2022-09-03 11:44:37.0,2022-09-03 11:44:37.0
324,Entertainment: Musicals & Theatres,medium,Was war die letzte Oper von George Bizet?,Carmen,Don Rodrigue,Grisélidis,Les pêcheurs de perles,2022-09-03 11:44:37.0,2022-09-03 11:44:37.0
325,Animals,medium,"Wo war die heute ausgestorbene Art ""Thylacine"" beheimatet?","Tasmanien, Australien","Belutschistan, Pakistan","Walachei, Rumänien","Oregon, Vereinigte Staaten",2022-09-03 11:44:37.0,2022-09-03 11:44:37.0
326,Entertainment: Video Games,medium,"Welches war das erste PlayStation-Spiel, bei dem der DualShock-Controller verwendet werden musste?",Affen-Flucht,Metal Gear,Tekken,Tomba 2!,2022-09-03 11:44:37.0,2022-09-03 11:44:37.0
327,Entertainment: Comics,medium,"Wie hieß der Bruder von Sally Acorn im Prä-Super-Genesis-Universum des ""Sonic the Hedgehog""-Comics?",Elias Eichel,Maximillian Acorn,Alexis Eichel,Frederick Acorn,2022-09-03 11:44:37.0,2022-09-03 11:44:37.0
328,Entertainment: Cartoon & Animations,medium,Wie heißt die Zeichentrickfigur Andy Capp in Deutschland?,Willi Wakker,Dick Tingeler,Helmut Schmacker,Rod Tapper,2022-09-03 11:44:38.0,2022-09-03 11:44:38.0
329,Entertainment: Board Games,hard,Welches Brettspiel wurde erstmals am 6. Februar 1935 veröffentlicht?,Monopoly,Risiko,Hinweis,Süßigkeitenland,2022-09-03 11:44:38.0,2022-09-03 11:44:38.0
330,Entertainment: Music,easy,"Welche Disney-Figur singt das Lied ""A Dream is a Wish Your Heart Makes""?",Aschenputtel,Belle,Schneewittchen,Pocahontas,2022-09-03 11:44:38.0,2022-09-03 11:44:38.0
331,Entertainment: Music,medium,"In welchem Song von Drakes ""Views"" ist Future zu hören?",Grammys,Zu gut,Treu,Pop-Stil,2022-09-03 11:44:38.0,2022-09-03 11:44:38.0
332,Entertainment: Musicals & Theatres,medium,Welches der folgenden Stücke ist kein Teil des Musicals West Side Story aus den 1950er Jahren?,Die hintere Gasse,Maria,Heute Abend,Mambo,2022-09-03 11:44:38.0,2022-09-03 11:44:38.0
333,Geography,hard,Was ist die größte Insel Kanadas?,Baffininsel,Prinz-Edward-Insel,Vancouver Insel,Neufundland,2022-09-03 11:44:38.0,2022-09-03 11:44:38.0
334,History,medium,"Wem wird die Aufzeichnung des epischen Gedichts ""Die Odyssee"" zugeschrieben?",Homer,Aristoteles,Odysseus,Sokrates,2022-09-03 11:44:38.0,2022-09-03 11:44:38.0
335,Entertainment: Video Games,hard,Welche Figur aus der Mega Man-Serie hatte einen kleinen Auftritt in der Einführungsszene von Volt Catfish in der CD-Version von Mega Man X3?,Auto,Eddie,Tango,Eile,2022-09-03 11:44:39.0,2022-09-03 11:44:39.0
336,Entertainment: Video Games,easy,In welchem Kirby-Spiel wurden die Kopierfähigkeiten erstmals eingeführt?,Kirbys Abenteuer,Kirby Super Star,Kirby's Dream Land 2,Kirbys Traumland,2022-09-03 11:44:39.0,2022-09-03 11:44:39.0
337,Entertainment: Video Games,medium,"Welche der folgenden Kopierfähigkeiten war nur in ""Kirby & The Amazing Mirror"" zu sehen?",Mini,Magie,Smash,Rakete,2022-09-03 11:44:39.0,2022-09-03 11:44:39.0
338,Science & Nature,medium,Was ist die Einheit der elektrischen Kapazität?,Farad,Gauß,Henry,Watt,2022-09-03 11:44:39.0,2022-09-03 11:44:39.0
339,Entertainment: Japanese Anime & Manga,hard,"Der Manga ""To Love-Ru"" wurde in welchem Jahr begonnen?",2006,2007,2004,2005,2022-09-03 11:44:39.0,2022-09-03 11:44:39.0
340,Entertainment: Music,easy,Welchen der folgenden Songs hat Elton John nach dem Tod von Prinzessin Diane gespielt?,Kerzen im Wind,"Ich schätze, deshalb nennt man es den Blues",Dein Lied,Inselmädchen,2022-09-03 11:44:39.0,2022-09-03 11:44:39.0
341,Entertainment: Film,hard,"Bevor ""Jurassic Park III"" fertiggestellt wurde und der Spinosaurus ausgewählt wurde, welcher Dinosaurier sollte der Star sein?",Baryonyx,Tyrannosaurus Rex,Velociraptor,Suchomimus,2022-09-03 11:44:39.0,2022-09-03 11:44:39.0
342,History,easy,Welche wichtige Stadt fiel 1453?,Konstantinopel,Rom,Hamburg,Athen,2022-09-03 11:44:39.0,2022-09-03 11:44:39.0
343,Science: Computers,hard,Wie hieß der erste bulgarische Personal Computer?,IMKO-1,Pravetz 82,Pravetz 8D,IZOT 1030,2022-09-03 11:44:40.0,2022-09-03 11:44:40.0
344,Entertainment: Music,easy,"Welche amerikanische Ballade aus den 1970er Jahren bezeichnete den Flugzeugabsturz von 1959 als den ""Tag, an dem die Musik starb""?",American Pie,Kentucky Regen,Ich werde dich immer lieben,Rock 'n' Roll Selbstmord,2022-09-03 11:44:40.0,2022-09-03 11:44:40.0
345,History,easy,In welchem Jahr wurde die M1911-Pistole entworfen?,1911,1907,1899,1917,2022-09-03 11:44:40.0,2022-09-03 11:44:40.0
346,Science & Nature,medium,Was ist Hypernatriämie?,Anstieg des Blutnatriums,Verringerung des Kaliumgehalts im Blut,Anstieg des Blutzuckerspiegels,Verringerung des Bluteisens,2022-09-03 11:44:40.0,2022-09-03 11:44:40.0
347,Entertainment: Film,easy,Welche historische Zeitspanne stand im Mittelpunkt des Assassin's Creed-Films (2016)?,Spanische Inquisition,Viktorianisches England,Französische Revolution,Koloniales Amerika,2022-09-03 11:44:40.0,2022-09-03 11:44:40.0
348,Science & Nature,hard,Was ist die schärfste Chemikalie auf der Scoville-Skala?,Resiniferatoxin,Capsaicin,Dihydrocapsaicin,Tinyatoxin,2022-09-03 11:44:40.0,2022-09-03 11:44:40.0
349,General Knowledge,easy,Welche Art von Flugzeug wurde 1942 von Igor Sikorsky in den Vereinigten Staaten entwickelt?,Hubschrauber,Stealth Blimp,Jet,Raumkapsel,2022-09-03 11:44:41.0,2022-09-03 11:44:41.0
350,Entertainment: Cartoon & Animations,medium,"Welche animierte Internetfigur ist dafür bekannt, dass sie E-Mails mit ihren Boxhandschuhen beantwortet?",Starkes Übel,Stark Traurig,Stark verrückt,Stark Froh,2022-09-03 11:44:41.0,2022-09-03 11:44:41.0
351,Entertainment: Film,medium,Woraus wurden die gekühlten Affenhirne in Indiana Jones und der Tempel des Verderbens hergestellt?,Vanillepudding und Himbeersoße,Erdbeer-Eiscreme,Kirsche Joghurt,Himbeersorbet,2022-09-03 11:44:41.0,2022-09-03 11:44:41.0
352,Entertainment: Cartoon & Animations,easy,"Wer war der Bösewicht in ""Der König der Löwen""?",Narbe,Fred,Jafar,Vada,2022-09-03 11:44:41.0,2022-09-03 11:44:41.0
353,Sports,medium,Für welches Team debütierte Michael Schumacher beim Großen Preis von Belgien 1991 in der Formel 1?,Jordanien,Benetton,Ferrari,Mercedes,2022-09-03 11:44:41.0,2022-09-03 11:44:41.0
354,Sports,hard,"Welche englische Fußballmannschaft hat den Spitznamen ""The Tigers""?",Hull City,Cardiff City,Bristol City,Manchester City,2022-09-03 11:44:41.0,2022-09-03 11:44:41.0
355,Sports,hard,Welches Werkzeug ist namensgebend für den Vorteil des letzten Steins in einem Curling-Endspiel?,Hammer,Schraubenschlüssel,Bohrer,Schraubenzieher,2022-09-03 11:44:41.0,2022-09-03 11:44:41.0
356,Entertainment: Video Games,medium,Welches dieser Spiele war der früheste bekannte Ego-Shooter mit einem bekannten Erscheinungsdatum?,Spasim,Doom,Wolfenstein,Quake,2022-09-03 11:44:41.0,2022-09-03 11:44:41.0
357,Art,medium,"Welche Taktart ist gemeinhin als ""Cut Time"" bekannt?",2/2,4/4,6/8,3/4,2022-09-03 11:44:41.0,2022-09-03 11:44:41.0
358,Entertainment: Music,easy,"Der Red Hot Chili Pepper-Song ""Give It Away"" ist von welchem Album?",Blutzucker Sex Magie,Eine heiße Minute,Nebenbei bemerkt,Stadion Arcadium,2022-09-03 11:44:42.0,2022-09-03 11:44:42.0
359,Entertainment: Film,easy,Wie lautete der Titel des ersten Bond-Films aus dem Jahr 1962?,Dr. Nein,From Russia with Love,Goldfinger,Thunderball,2022-09-03 11:44:42.0,2022-09-03 11:44:42.0
360,Entertainment: Film,easy,"Wie heißt der orange-weiße Bot in ""Star Wars: The Force Awakens""?",BB-8,BB-3,AA-A,R2-D2,2022-09-03 11:44:42.0,2022-09-03 11:44:42.0
361,General Knowledge,hard,Welcher Filmstar hat seine Statue am Leicester Square?,Charlie Chaplin,Paul Newman,Rowan Atkinson,Alfred Hitchcock,2022-09-03 11:44:42.0,2022-09-03 11:44:42.0
362,Science & Nature,easy,Wofür steht die DNA?,Desoxyribonukleinsäure,Desoxyribogenetische Säure,Desoxyribogenetische Atome,Entgiftende Säure,2022-09-03 11:44:42.0,2022-09-03 11:44:42.0
363,Entertainment: Comics,medium,"Wie heißt der Comic über einen kleinen Jungen und einen Tiger, der eigentlich ein Stofftier ist?",Calvin und Hobbes,Winnie Puuh,Albert und Pogo,Erdnüsse,2022-09-03 11:44:42.0,2022-09-03 11:44:42.0
364,Entertainment: Film,easy,Wer spielt Alice in den Resident Evil-Filmen?,Milla Jovovich,Madison Derpe,Milla Johnson,Kim Demp,2022-09-03 11:44:43.0,2022-09-03 11:44:43.0
365,Entertainment: Film,medium,Welcher Film des Regisseurs Stanley Kubrick ist bekanntlich eine Adaption eines Stephen King-Romans?,The Shining,2001: Odyssee im Weltraum,Dr. Strangelove,Eyes Wide Shut,2022-09-03 11:44:43.0,2022-09-03 11:44:43.0
366,Entertainment: Film,medium,"Wie hoch ist die Mindestgeschwindigkeit, die der Bus im Film ""Speed"" von 1994 fahren muss, damit die Bombe nicht explodiert?",50 mph,60 mph,40 mph,70 mph,2022-09-03 11:44:43.0,2022-09-03 11:44:43.0
367,Vehicles,medium,Welche Supersportwagenfirma kommt aus Schweden?,Koenigsegg,Bugatti,Lamborghini,McLaren,2022-09-03 11:44:43.0,2022-09-03 11:44:43.0
368,History,medium,Wer unterrichtete Alexander den Großen?,Aristoteles,Sokrates,Plato,König Philipp,2022-09-03 11:44:43.0,2022-09-03 11:44:43.0
369,General Knowledge,medium,Was ist ein totes Einkaufszentrum?,Ein Einkaufszentrum mit hohem Leerstand oder geringer Kundenfrequenz,Ein Einkaufszentrum ohne Geschäfte,"Ein Einkaufszentrum, das verurteilt wurde",Ein Einkaufszentrum nach Geschäftsschluss,2022-09-03 11:44:43.0,2022-09-03 11:44:43.0
370,Entertainment: Japanese Anime & Manga,medium,Welche Klasse unterrichtet Korosensei im Anime Assassination Classroom?,Klasse 3-E,Klasse 3-A,Klasse 3-B,Klasse 3-D,2022-09-03 11:44:43.0,2022-09-03 11:44:43.0
371,Entertainment: Video Games,medium,"Wer hat die Pumpe ""F.L.U.D.D."" entwickelt? die Mario in Super Mario Sunshine benutzt?",Elvin Gadd,Robert Fludd,Nirona,Krygor,2022-09-03 11:44:43.0,2022-09-03 11:44:43.0
372,Mythology,easy,"Welche Figur aus der griechischen Mythologie reiste in die Unterwelt, um seine Frau Eurydike in das Land der Lebenden zurückzuholen?",Orpheus,Herkules,Perseus,Daedalus,2022-09-03 11:44:44.0,2022-09-03 11:44:44.0
373,Animals,hard,Was für ein Lebewesen ist ein Bonobo?,Ape,Löwe,Papagei,Wildcat,2022-09-03 11:44:44.0,2022-09-03 11:44:44.0
374,Entertainment: Books,easy,Wie lautet der Titel des ersten Sherlock-Holmes-Buches von Arthur Conan Doyle?,Eine Studie in Scharlachrot,Das Zeichen der Vier,Ein Fall von Identität,Die Taten von Raffles Haw,2022-09-03 11:44:44.0,2022-09-03 11:44:44.0
375,Science & Nature,medium,Deuterium ist ein Isotop von welchem Element?,Wasserstoff,Stickstoff,Helium,Neon,2022-09-03 11:44:44.0,2022-09-03 11:44:44.0
376,Geography,medium,"Was ist die Hauptstadt von British Columbia, Kanada?",Victoria,Vancouver,Hoffnung,Kelowna,2022-09-03 11:44:44.0,2022-09-03 11:44:44.0
377,Entertainment: Video Games,medium,Welches der folgenden Pokémon ist kein echtes Pokémon?,Luminid,Dragalge,Mandibuzz,Araquanid,2022-09-03 11:44:44.0,2022-09-03 11:44:44.0
378,Entertainment: Music,medium,In welcher der folgenden Bands ist Tom DeLonge nicht Mitglied?,+44,Box Car Racer,Blink-182,Engel & Luftwellen,2022-09-03 11:44:44.0,2022-09-03 11:44:44.0
379,Entertainment: Music,hard,Welche Firma hat die Animation für Peter Gabriels Video Sledgehammer (1986) gemacht?,Aardman Animationen,HIT Unterhaltung,Illumination Entertainment,VIZ Medien,2022-09-03 11:44:45.0,2022-09-03 11:44:45.0
380,Entertainment: Cartoon & Animations,medium,"Wer ist in ""The Amazing World of Gumball"" der Schulleiter der Elmore Junior High?",Direktorin Braun,Direktorin Klein,Direktorin Sülze,Schuldirektor Simeon,2022-09-03 11:44:45.0,2022-09-03 11:44:45.0
381,History,medium,Das Fallingwater House in Pennsylvania wurde von welchem Architekten entworfen?,Frank Lloyd Wright,Antoni Gaudi,Frank Gehry,Le Corbusier,2022-09-03 11:44:45.0,2022-09-03 11:44:45.0
382,Vehicles,medium,"Welchen Spitznamen erhielt Air Canada Flug 143, nachdem ihm der Treibstoff ausgegangen war und er 1983 in Sicherheit schwebte?",Gimli Gleiter,Gimli Microlight,Gimli Verfolger,Gimli Superb,2022-09-03 11:44:45.0,2022-09-03 11:44:45.0
383,Entertainment: Japanese Anime & Manga,medium,"Welcher der Stände aus ""JoJo's Bizarre Adventure"" ahmt das Aussehen einer Tomate nach?",Pearl Jam,Red Hot Chili Pepper,Creme Starter,Nusskönig Ruf,2022-09-03 11:44:45.0,2022-09-03 11:44:45.0
384,Entertainment: Japanese Anime & Manga,medium,"Wer spricht ""Shou Suzuki"" in der englischen Synchronisation von ""Mob Psycho 100""?",Casey Mongillo,Ben Diskin,Chris Niosi,David Naughton,2022-09-03 11:44:45.0,2022-09-03 11:44:45.0
385,Entertainment: Video Games,hard,"Wer war in der ""Ace Attorney""-Serie wirklich für die Fälschung des Autopsieberichts über den entscheidenden IS-7-Vorfall verantwortlich?",Bansai Ichiyanagi,Manfred Von Karma,Gregory Edgeworth,Tateyuki Shigaraki,2022-09-03 11:44:46.0,2022-09-03 11:44:46.0
386,Entertainment: Video Games,medium,Was war das ursprüngliche Erscheinungsdatum von Grand Theft Auto V?,17. September 2013,17. August 2013,14. April 2015,18. November 2014,2022-09-03 11:44:46.0,2022-09-03 11:44:46.0
387,Entertainment: Music,medium,"Moby, ein amerikanischer DJ, Sänger und Musiker, hatte 1999 mit welchem der folgenden Alben weltweiten Erfolg?",Spielen,Alles ist falsch,Moby,18,2022-09-03 11:44:46.0,2022-09-03 11:44:46.0
388,Entertainment: Japanese Anime & Manga,medium,"Welcher der folgenden sündigen Erzbischöfe frisst in der Manga-Serie ""Re:Zero"" die Existenz von Rem?",Ley Batenkaitos,Roy Alphard,Petelgeuse Romanee-Conti,Louis Arneb,2022-09-03 11:44:46.0,2022-09-03 11:44:46.0
389,Entertainment: Japanese Anime & Manga,medium,Welches Studio hat Soul Eater animiert?,Knochen,Kyoto Animation,xebec,Produktion I.G,2022-09-03 11:44:46.0,2022-09-03 11:44:46.0
390,Entertainment: Video Games,medium,"Welches dieser Spiele spielt in der irischen Stadt Doolin und du hast die Möglichkeit, in die Rolle einer der beiden Figuren, Ellen und Keats, zu schlüpfen?",Folklore,Shadow of the Colossus,ICO,Jenseits von Gut & Böse,2022-09-03 11:44:46.0,2022-09-03 11:44:46.0
391,Entertainment: Video Games,medium,"Wie lautet der Name der Hauptfigur in ""Braid""?",Tim,Boregard,James,Jackson,2022-09-03 11:44:46.0,2022-09-03 11:44:46.0
392,Science: Gadgets,hard,Welche Munition verschießt eine WW2 M1 Garand?,.30-06,.308,7.62,7.62x51mm,2022-09-03 11:44:46.0,2022-09-03 11:44:46.0
393,Entertainment: Video Games,hard,"Welches Pokémon ändert seine Basiswerte nicht, wenn es sich weiterentwickelt?",Scyther,Pikachu,Sneasel,Larvesta,2022-09-03 11:44:46.0,2022-09-03 11:44:46.0
394,Geography,hard,In welches Einzugsgebiet fließt der Jordan?,Totes Meer,Aralsee,Kaspisches Meer,Saltonsee,2022-09-03 11:44:47.0,2022-09-03 11:44:47.0
395,Sports,medium,Warum wurde das Green Monster im Fenway Park ursprünglich gebaut?,"Um zu verhindern, dass du Spiele von außerhalb des Parks siehst.",Um das Erzielen von Homeruns zu erschweren.,Um Werbung anzuzeigen.,Um zusätzliche Sitzplätze zu schaffen.,2022-09-03 11:44:47.0,2022-09-03 11:44:47.0
396,Mythology,medium,Wer ist der Gott des Krieges in der polynesischen Mythologie?,'Oro,Hina,Kohara,Māui,2022-09-03 11:44:47.0,2022-09-03 11:44:47.0
397,History,medium,Welche dieser Einrichtungen gab es auf der Titanic nicht?,Ohnmachtsraum,Türkisches Bad,Zwinger,Squashplatz,2022-09-03 11:44:47.0,2022-09-03 11:44:47.0
398,Geography,hard,"Welches nationale Museum findest du in Cooperstown, New York?",National Baseball Hall of Fame,Metropolitan Museum of Art,National Toy Hall of Fame,Museum für Moderne Kunst,2022-09-03 11:44:47.0,2022-09-03 11:44:47.0
399,Entertainment: Video Games,easy,Wer ist der Anführer der Bruderschaft von Nod in der Command and Conquer-Serie?,Kane,Josef Stalin,CABAL,Juri,2022-09-03 11:44:47.0,2022-09-03 11:44:47.0
400,Entertainment: Video Games,medium,"Was ist die niedrigste Menge an maximaler Gesundheit, die man in Team Fortress 2 haben kann?",70,100,50,95,2022-09-03 11:44:47.0,2022-09-03 11:44:47.0
401,Entertainment: Japanese Anime & Manga,easy,"Welche Figur im Anime ""My Hero Academia"" hat die Fähigkeit, die Schwerkraft zu manipulieren?",Uraraka,Bakugo,Deku,Asui,2022-09-03 11:44:48.0,2022-09-03 11:44:48.0
402,Entertainment: Television,medium,Wie oft kann sich ein Time Lord im Doctor Who-Universum normalerweise regenerieren?,12,11,13,15,2022-09-03 11:44:48.0,2022-09-03 11:44:48.0
403,Entertainment: Music,medium,"Welche Band hatte 1972 Hits mit den Songs ""Baby I'm A Want You"", ""Everything I Own"" und ""The Guitar Man""",Brot,Amerika,Chicago,Smokie,2022-09-03 11:44:48.0,2022-09-03 11:44:48.0
404,Science & Nature,hard,Wie lautet der chemische Name von H2O?,Dihydrogenmonoxid,Ammoniumchlorid,Wasserfreies Natriumkarbonat,Mangandioxid,2022-09-03 11:44:48.0,2022-09-03 11:44:48.0
405,Entertainment: Television,medium,"Wer sang das Titellied für die Fernsehserie ""Rawhide""?",Frankie Laine,Guy Mitchell,Tennessee Ernie Ford,Slim Whitman,2022-09-03 11:44:48.0,2022-09-03 11:44:48.0
406,Geography,medium,Was ist die größte nicht-kontinentale Insel der Welt?,Grönland,Neuguinea,Borneo,Madagaskar,2022-09-03 11:44:49.0,2022-09-03 11:44:49.0
407,Entertainment: Music,medium,Welche europäische Hauptstadt ist Namensgeberin für einen Song von Ultravox aus dem Jahr 1981?,Wien,Berlin,Paris,Brüssel,2022-09-03 11:44:49.0,2022-09-03 11:44:49.0
408,Entertainment: Cartoon & Animations,easy,"Welches ist KEIN Schlagwort von Rick Sanchez aus der Fernsehserie ""Rick and Morty""?","Slam Dunk, nichts als Netz!","Ab ins Bett, Jack!","Rikki-Tikki-Tavi, du Schlampe!",Wubba-lubba-dub-dub!,2022-09-03 11:44:49.0,2022-09-03 11:44:49.0
409,Entertainment: Board Games,easy,Wie viele Figuren befinden sich zu Beginn einer Schachpartie auf dem Brett?,32,16,20,36,2022-09-03 11:44:49.0,2022-09-03 11:44:49.0
410,Science & Nature,easy,Was ist das Kraftwerk der Zelle?,Mitochondrien,Ribosom,Redbull,Nukleus,2022-09-03 11:44:49.0,2022-09-03 11:44:49.0
411,Entertainment: Television,medium,Wie lang war der Schal des vierten Doktors Tom Baker in der Originalserie Doctor Who (1963)?,7 Meter,10 Meter,2 Meter,5 Meter,2022-09-03 11:44:49.0,2022-09-03 11:44:49.0
412,History,medium,Wie viel Prozent der damaligen Weltbevölkerung starben nach Schätzungen von Wissenschaftlern durch Tamerlanes Eroberungen?,5%,1%,3%,<1%,2022-09-03 11:44:49.0,2022-09-03 11:44:49.0
413,Entertainment: Television,medium,"Wer war der Star der Fernsehserie ""24""?",Kiefer Sutherland,Kevin Bacon,Hugh Laurie,Rob Lowe,2022-09-03 11:44:50.0,2022-09-03 11:44:50.0
414,Entertainment: Music,medium,"Welcher Queen-Song wurde von Brittany Murphy in dem Film ""Happy Feet"" von 2006 gecovert?",Jemanden zum Lieben,Unter Druck,Flash,Bohemian Rhapsody,2022-09-03 11:44:50.0,2022-09-03 11:44:50.0
415,Entertainment: Video Games,medium,Wer spricht in der Kingdom Heart-Serie die englische Stimme von Meister Eraqus?,Mark Hamill,Jason Dohring,Jesse McCartney,Haley Joel Osment,2022-09-03 11:44:50.0,2022-09-03 11:44:50.0
416,Entertainment: Music,medium,Wie heißt das 2016 erschienene Studioalbum des französischen Elektronikmusik-Duos Justice?,Frau,Randy,Sicher und gesund,Vergnügen,2022-09-03 11:44:50.0,2022-09-03 11:44:50.0
417,Entertainment: Video Games,easy,Welche der folgenden Gegenstände können in Minecraft nicht zu einem Block gemacht werden?,Holzkohle,Kohle,Weizen,String,2022-09-03 11:44:50.0,2022-09-03 11:44:50.0
418,Science & Nature,medium,Welcher dieser Reflexe ist eine Art von Dehnungs-/Tiefsehnenreflex?,Knöchel-Ruck-Reflex,Würgereflex,Pupillarer Lichtreflex,Kratzreflex,2022-09-03 11:44:50.0,2022-09-03 11:44:50.0
419,Science: Mathematics,medium,"Welcher griechische Buchstabe wird verwendet, um die Summierung zu beschreiben?",Sigma,Delta,Alpha,Omega,2022-09-03 11:44:50.0,2022-09-03 11:44:50.0
420,Mythology,medium,Wer hat in der griechischen Mythologie Achilles getötet?,Paris,Hector,Helen,Perikles,2022-09-03 11:44:50.0,2022-09-03 11:44:50.0
421,Entertainment: Video Games,medium,"Welches der folgenden Spiele der Anno-Reihe führte die Spielmechanik ""Eco Balance"" ein?",Anno 2070,Anno 1404,Anno 2205,Anno 1701,2022-09-03 11:44:51.0,2022-09-03 11:44:51.0
422,Sports,hard,"Welcher italienische Fußballspieler hat Neuer während des Spiels Italien-Deutschland bei der UEFA EURO 2016 gesagt, wohin er schießt und den Ball weit wegzieht?",Pelle,Insigne,Barzagli,Giaccherini,2022-09-03 11:44:51.0,2022-09-03 11:44:51.0
423,Entertainment: Music,hard,"Wer hat das Albumcover von True Romance, dem Album von Estelle, entworfen?",Rebecca Zucker,Matt Burnett,Ian Jones Quartey,Ben Leven,2022-09-03 11:44:51.0,2022-09-03 11:44:51.0
424,Entertainment: Video Games,medium,Wer war in der Portal-Reihe der Gründer von Aperture Science?,Höhle Johnson,GLaDOs,Wallace Breen,Gordon Freeman,2022-09-03 11:44:51.0,2022-09-03 11:44:51.0
425,Entertainment: Video Games,medium,"Welche dieser Bosse im Spiel ""Terraria"" sind Vor-Hardmode-Bosse?",Das Auge des Cthulhu,Plantera,Skeletron Prime,Der Zerstörer,2022-09-03 11:44:51.0,2022-09-03 11:44:51.0
426,Entertainment: Board Games,hard,"Was erklärst du in Rīchi Mahjong, wenn du deinen Gewinnstein gezogen hast?",Tsumo,Ron,Rīchi,Kan,2022-09-03 11:44:51.0,2022-09-03 11:44:51.0
427,History,easy,Wie lange dauerte der Zweite Weltkrieg?,6 Jahre,4 Jahre,5 Jahre,7 Jahre,2022-09-03 11:44:52.0,2022-09-03 11:44:52.0
428,Entertainment: Japanese Anime & Manga,easy,Wie lautet der japanische Name für die letzte Evolutionsstufe in Digimon?,Ultimate,Mega,Erwachsene,Champion,2022-09-03 11:44:52.0,2022-09-03 11:44:52.0
429,Entertainment: Japanese Anime & Manga,easy,"Satella in ""Re:Zero"" ist die Hexe von was?",Neid,Stolz,Faultier,Zorn,2022-09-03 11:44:52.0,2022-09-03 11:44:52.0
430,Science: Computers,medium,Laserjet- und Tintenstrahldrucker sind beides Beispiele für welche Art von Drucker?,Non-impact Drucker,Impact Drucker,Daisywheel Drucker,Nadeldrucker,2022-09-03 11:44:52.0,2022-09-03 11:44:52.0
431,Entertainment: Music,medium,"Welche Band veröffentlichte 2014 das Album ""Sonic Highways""?",Foo Fighters,Coldplay,Nickelback,Die Flaming Lips,2022-09-03 11:44:52.0,2022-09-03 11:44:52.0
